transaction_id,price,payment_date,customer_id,
T0000001369,210000,2019/3/5 6:01,AS699883,
T0000001370,100000,2019/3/5 7:25,IK004670,
T0000001371,50000,2019/3/5 7:36,AS928923,
T0000001372,85000,2019/3/5 8:19,OA118869,
T0000001373,85000,2019/3/5 8:41,OA834676,
T0000001374,50000,2019/3/5 8:52,AS185951,
T0000001375,120000,2019/3/5 9:57,GD462529,
T0000001376,260000,2019/3/5 11:14,IK774332,
T0000001377,210000,2019/3/5 12:49,AS163543,
T0000001378,210000,2019/3/5 13:13,OA164489,
T0000001379,50000,2019/3/5 13:23,GD862639,
T0000001380,120000,2019/3/5 13:49,TS851428,
T0000001381,390000,2019/3/5 14:16,HI273985,
T0000001382,150000,2019/3/5 14:37,AS047815,
T0000001383,120000,2019/3/5 14:44,HI020083,
T0000001384,50000,2019/3/5 15:36,TS306264,
T0000001385,170000,2019/3/5 17:35,HD044538,
T0000001386,50000,2019/3/5 17:57,TS179639,
T0000001387,50000,2019/3/5 19:08,GD244145,
T0000001388,210000,2019/3/5 22:22,OA944593,
T0000001389,180000,2019/3/5 22:22,AS716291,
T0000001390,170000,2019/3/5 23:05,GD181791,
T0000001391,360000,2019/3/5 23:39,GD455127,
T0000001392,85000,2019/3/5 23:55,HI779743,
T0000001393,50000,2019/3/6 0:21,HD216701,
T0000001394,100000,2019/3/6 0:28,GD626486,
T0000001395,210000,2019/3/6 0:57,HD981245,
T0000001396,210000,2019/3/6 1:54,HI672548,
T0000001397,85000,2019/3/6 2:30,OA642994,
T0000001398,420000,2019/3/6 2:49,HD024127,
T0000001399,50000,2019/3/6 3:18,TS752925,
T0000001400,85000,2019/3/6 6:31,HI780705,
T0000001401,120000,2019/3/6 6:46,HI142296,
T0000001402,50000,2019/3/6 6:56,AS870817,
T0000001403,210000,2019/3/6 6:59,GD439332,
T0000001404,210000,2019/3/6 7:30,GD537233,
T0000001405,85000,2019/3/6 8:01,HI604733,
T0000001406,180000,2019/3/6 9:05,GD651678,
T0000001407,50000,2019/3/6 9:25,IK825670,
T0000001408,50000,2019/3/6 9:28,TS851428,
T0000001409,180000,2019/3/6 9:54,PL023264,
T0000001410,50000,2019/3/6 9:55,HD410257,
T0000001411,85000,2019/3/6 11:18,HD962462,
T0000001412,210000,2019/3/6 11:36,AS345469,
T0000001413,50000,2019/3/6 11:36,TS922639,
T0000001414,85000,2019/3/6 12:55,PL639331,
T0000001415,210000,2019/3/6 12:59,OA848183,
T0000001416,100000,2019/3/6 13:28,TS394144,
T0000001417,180000,2019/3/6 13:40,IK429683,
T0000001418,50000,2019/3/6 15:18,GD763218,
T0000001419,120000,2019/3/6 15:27,TS153210,
T0000001420,185000,2019/3/6 15:28,HD335580,
T0000001421,50000,2019/3/6 15:32,OA640152,
T0000001422,85000,2019/3/6 15:43,HI920533,
T0000001423,85000,2019/3/6 16:04,AS963520,
T0000001424,210000,2019/3/6 16:55,HD852520,
T0000001425,210000,2019/3/6 17:08,IK603991,
T0000001426,120000,2019/3/6 17:18,AS499893,
T0000001427,85000,2019/3/6 17:42,GD283718,
T0000001428,50000,2019/3/6 17:47,TS645665,
T0000001429,50000,2019/3/6 18:23,GD547144,
T0000001430,120000,2019/3/6 18:31,IK973289,
T0000001431,85000,2019/3/6 20:06,IK825670,
T0000001432,120000,2019/3/7 0:20,GD595676,
T0000001433,50000,2019/3/7 0:44,PL924048,
T0000001434,50000,2019/3/7 1:13,HI128243,
T0000001435,85000,2019/3/7 1:31,OA753193,
T0000001436,150000,2019/3/7 1:36,AS375220,
T0000001437,85000,2019/3/7 2:06,HD673900,
T0000001438,210000,2019/3/7 2:51,HI158085,
T0000001439,85000,2019/3/7 2:55,HD019297,
T0000001440,420000,2019/3/7 2:58,HD068817,
T0000001441,210000,2019/3/7 2:59,HI511961,
T0000001442,255000,2019/3/7 3:27,AS118198,
T0000001443,120000,2019/3/7 3:59,IK688052,
T0000001444,210000,2019/3/7 4:05,OA068305,
T0000001445,50000,2019/3/7 4:09,OA996311,
T0000001446,170000,2019/3/7 4:10,HD319220,
T0000001447,205000,2019/3/7 5:37,PL502982,
T0000001448,50000,2019/3/7 6:28,PL587969,
T0000001449,150000,2019/3/7 8:00,IK331136,
T0000001450,390000,2019/3/7 9:05,HI728754,
T0000001451,200000,2019/3/7 9:16,GD194770,
T0000001452,85000,2019/3/7 11:08,HD995428,
T0000001453,120000,2019/3/7 11:09,PL749842,
T0000001454,260000,2019/3/7 11:41,IK559596,
T0000001455,50000,2019/3/7 13:02,OA157445,
T0000001456,210000,2019/3/7 13:53,OA782311,
T0000001457,210000,2019/3/7 16:06,HD044538,
T0000001458,210000,2019/3/7 16:15,PL587969,
T0000001459,180000,2019/3/7 16:17,IK377339,
T0000001460,100000,2019/3/7 16:19,TS647525,
T0000001461,85000,2019/3/7 16:33,HD338928,
T0000001462,50000,2019/3/7 18:54,AS421462,
T0000001463,85000,2019/3/7 19:05,TS306264,
T0000001464,210000,2019/3/7 19:22,GD144013,
T0000001465,210000,2019/3/7 19:52,TS724973,
T0000001466,85000,2019/3/7 20:20,AS108195,
T0000001467,85000,2019/3/7 20:21,GD398654,
T0000001468,85000,2019/3/7 21:25,HD837160,
T0000001469,100000,2019/3/7 21:47,OA007004,
T0000001470,100000,2019/3/7 21:50,PL077120,
T0000001471,50000,2019/3/7 23:43,AS716291,
T0000001472,210000,2019/3/8 0:26,TS248015,
T0000001473,330000,2019/3/8 0:38,HD417609,
T0000001474,230000,2019/3/8 0:57,HD739338,
T0000001475,260000,2019/3/8 1:06,PL195594,
T0000001476,50000,2019/3/8 1:29,GD314208,
T0000001477,100000,2019/3/8 1:56,AS779688,
T0000001478,50000,2019/3/8 3:44,HI493527,
T0000001479,85000,2019/3/8 5:16,OA558666,
T0000001480,360000,2019/3/8 5:38,TS311640,
T0000001481,100000,2019/3/8 8:03,HI506119,
T0000001482,210000,2019/3/8 8:16,AS118198,
T0000001483,180000,2019/3/8 8:18,IK743897,
T0000001484,210000,2019/3/8 8:30,TS306264,
T0000001485,240000,2019/3/8 8:38,HD597545,
T0000001486,120000,2019/3/8 9:25,GD790125,
T0000001487,50000,2019/3/8 9:30,IK323455,
T0000001488,100000,2019/3/8 9:47,AS471761,
T0000001489,210000,2019/3/8 9:57,AS230629,
T0000001490,120000,2019/3/8 10:07,GD691243,
T0000001491,210000,2019/3/8 11:00,TS425666,
T0000001492,210000,2019/3/8 12:12,HI348702,
T0000001493,50000,2019/3/8 13:17,HD625038,
T0000001494,50000,2019/3/8 15:11,PL983619,
T0000001495,50000,2019/3/8 17:21,AS931712,
T0000001496,180000,2019/3/8 18:06,OA594265,
T0000001497,180000,2019/3/8 18:06,TS971314,
T0000001498,210000,2019/3/8 18:17,AS273414,
T0000001499,210000,2019/3/8 18:51,TS459568,
T0000001500,210000,2019/3/8 19:17,OA963991,
T0000001501,85000,2019/3/8 19:50,OA707923,
T0000001502,100000,2019/3/8 20:13,HD426886,
T0000001503,210000,2019/3/8 20:14,OA004129,
T0000001504,210000,2019/3/8 21:03,GD390442,
T0000001505,210000,2019/3/8 21:05,PL000073,
T0000001506,210000,2019/3/8 22:58,IK004574,
T0000001507,85000,2019/3/8 23:37,TS634630,
T0000001508,85000,2019/3/9 0:05,IK433428,
T0000001509,85000,2019/3/9 0:36,HI755349,
T0000001510,210000,2019/3/9 1:39,AS842977,
T0000001511,240000,2019/3/9 2:08,HD814444,
T0000001512,50000,2019/3/9 2:31,HD994980,
T0000001513,180000,2019/3/9 2:56,HI527630,
T0000001514,100000,2019/3/9 3:55,PL571624,
T0000001515,50000,2019/3/9 4:19,OA829372,
T0000001516,210000,2019/3/9 5:35,OA869095,
T0000001517,120000,2019/3/9 6:08,GD230002,
T0000001518,210000,2019/3/9 7:30,HI588457,
T0000001519,120000,2019/3/9 8:00,HD537465,
T0000001520,210000,2019/3/9 9:06,OA680638,
T0000001521,240000,2019/3/9 9:51,HI573797,
T0000001522,210000,2019/3/9 10:07,HI412057,
T0000001523,85000,2019/3/9 10:30,HD333544,
T0000001524,120000,2019/3/9 10:53,HI664739,
T0000001525,180000,2019/3/9 11:04,TS736914,
T0000001526,100000,2019/3/9 11:29,OA701687,
T0000001527,50000,2019/3/9 11:32,HD194702,
T0000001528,85000,2019/3/9 11:42,TS037478,
T0000001529,85000,2019/3/9 11:47,GD892565,
T0000001530,210000,2019/3/9 13:15,HD096925,
T0000001531,240000,2019/3/9 14:40,AS677499,
T0000001532,180000,2019/3/9 15:10,TS962550,
T0000001533,120000,2019/3/9 16:33,PL340906,
T0000001534,50000,2019/3/9 17:27,PL664277,
T0000001535,210000,2019/3/9 17:57,PL598638,
T0000001536,120000,2019/3/9 18:20,HI576763,
T0000001537,85000,2019/3/9 18:55,AS984922,
T0000001538,85000,2019/3/9 20:10,IK642724,
T0000001539,50000,2019/3/9 20:28,OA329115,
T0000001540,120000,2019/3/9 20:36,PL186773,
T0000001541,150000,2019/3/9 21:13,HI728754,
T0000001542,120000,2019/3/9 21:36,HI599756,
T0000001543,150000,2019/3/9 21:40,OA106766,
T0000001544,170000,2019/3/9 21:56,PL542865,
T0000001545,100000,2019/3/9 22:16,GD727286,
T0000001546,210000,2019/3/9 23:55,PL152568,
T0000001547,120000,2019/3/10 0:23,AS760415,
T0000001548,180000,2019/3/10 0:59,OA642994,
T0000001549,50000,2019/3/10 1:47,TS806267,
T0000001550,255000,2019/3/10 3:50,PL077120,
T0000001551,100000,2019/3/10 6:24,AS278780,
T0000001552,85000,2019/3/10 6:29,HD123842,
T0000001553,210000,2019/3/10 7:00,PL470875,
T0000001554,180000,2019/3/10 7:10,HI488123,
T0000001555,85000,2019/3/10 7:45,PL053548,
T0000001556,85000,2019/3/10 7:54,TS306264,
T0000001557,50000,2019/3/10 8:12,IK183913,
T0000001558,85000,2019/3/10 8:18,IK582567,
T0000001559,50000,2019/3/10 9:00,PL524403,
T0000001560,420000,2019/3/10 10:20,AS654830,
T0000001561,180000,2019/3/10 11:07,TS105753,
T0000001562,85000,2019/3/10 11:14,AS529972,
T0000001563,120000,2019/3/10 12:03,PL042341,
T0000001564,50000,2019/3/10 12:40,AS699883,
T0000001565,120000,2019/3/10 12:45,HI697849,
T0000001566,180000,2019/3/10 14:29,AS460629,
T0000001567,170000,2019/3/10 15:47,AS627304,
T0000001568,100000,2019/3/10 16:18,HI441426,
T0000001569,210000,2019/3/10 16:32,PL852196,
T0000001570,50000,2019/3/10 17:08,PL299549,
T0000001571,85000,2019/3/10 18:31,GD378149,
T0000001572,85000,2019/3/10 21:18,HI606358,
T0000001573,50000,2019/3/10 21:26,PL571624,
T0000001574,85000,2019/3/10 21:44,PL484153,
T0000001575,100000,2019/3/10 21:52,TS311640,
T0000001576,150000,2019/3/10 22:03,HD962462,
T0000001577,100000,2019/3/10 23:11,TS999855,
T0000001578,240000,2019/3/10 23:17,HD123842,
T0000001579,210000,2019/3/10 23:28,AS574816,
T0000001580,210000,2019/3/10 23:29,HD461880,
T0000001581,150000,2019/3/10 23:44,PL540895,
T0000001582,100000,2019/3/11 0:06,AS844339,
T0000001583,210000,2019/3/11 0:22,OA931227,
T0000001584,120000,2019/3/11 0:55,IK660380,
T0000001585,85000,2019/3/11 1:32,PL374717,
T0000001586,135000,2019/3/11 2:59,OA019548,
T0000001587,420000,2019/3/11 4:34,GD862639,
T0000001588,50000,2019/3/11 5:46,TS493191,
T0000001589,120000,2019/3/11 6:04,HD014166,
T0000001590,120000,2019/3/11 7:48,AS695311,
T0000001591,50000,2019/3/11 8:44,GD979485,
T0000001592,120000,2019/3/11 10:29,PL704411,
T0000001593,85000,2019/3/11 11:17,GD964685,
T0000001594,210000,2019/3/11 11:19,HI963858,
T0000001595,210000,2019/3/11 12:35,TS977703,
T0000001596,255000,2019/3/11 13:34,GD521924,
T0000001597,170000,2019/3/11 15:25,OA142331,
T0000001598,50000,2019/3/11 15:39,OA368057,
T0000001599,210000,2019/3/11 16:48,AS568468,
T0000001600,120000,2019/3/11 18:21,AS734592,
T0000001601,210000,2019/3/11 18:30,HI792024,
T0000001602,210000,2019/3/11 19:11,IK005076,
T0000001603,135000,2019/3/11 19:34,GD094728,
T0000001604,150000,2019/3/11 20:16,HI529562,
T0000001605,100000,2019/3/11 22:27,IK377403,
T0000001606,85000,2019/3/11 23:27,PL195594,
T0000001607,180000,2019/3/12 2:20,GD730210,
T0000001608,255000,2019/3/12 2:39,AS345469,
T0000001609,210000,2019/3/12 3:31,PL257294,
T0000001610,180000,2019/3/12 4:46,HD807553,
T0000001611,100000,2019/3/12 4:54,HD269790,
T0000001612,50000,2019/3/12 5:04,OA157445,
T0000001613,150000,2019/3/12 5:42,PL163921,
T0000001614,180000,2019/3/12 7:15,AS040841,
T0000001615,50000,2019/3/12 7:31,TS282800,
T0000001616,85000,2019/3/12 7:42,TS490052,
T0000001617,210000,2019/3/12 8:22,IK373014,
T0000001618,260000,2019/3/12 9:21,OA270440,
T0000001619,85000,2019/3/12 10:54,IK596141,
T0000001620,85000,2019/3/12 11:17,HI690734,
T0000001621,85000,2019/3/12 13:17,IK697935,
T0000001622,390000,2019/3/12 13:43,GD903830,
T0000001623,210000,2019/3/12 15:15,TS598952,
T0000001624,180000,2019/3/12 15:51,HD376302,
T0000001625,100000,2019/3/12 19:00,PL188221,
T0000001626,180000,2019/3/12 19:44,TS945403,
T0000001627,120000,2019/3/12 20:40,HI183093,
T0000001628,200000,2019/3/12 20:49,HI237883,
T0000001629,85000,2019/3/12 21:13,HI271061,
T0000001630,210000,2019/3/12 21:17,HD777083,
T0000001631,150000,2019/3/12 21:28,TS921837,
T0000001632,150000,2019/3/12 23:06,OA952474,
T0000001633,180000,2019/3/13 0:35,GD322464,
T0000001634,85000,2019/3/13 1:15,AS038564,
T0000001635,85000,2019/3/13 2:25,GD172229,
T0000001636,210000,2019/3/13 3:54,OA707923,
T0000001637,210000,2019/3/13 5:19,IK356680,
T0000001638,85000,2019/3/13 5:59,PL524403,
T0000001639,85000,2019/3/13 6:48,OA602923,
T0000001640,210000,2019/3/13 7:15,HD841739,
T0000001641,210000,2019/3/13 8:27,PL512535,
T0000001642,210000,2019/3/13 10:14,TS294433,
T0000001643,210000,2019/3/13 11:04,PL249372,
T0000001644,100000,2019/3/13 11:25,OA515865,
T0000001645,50000,2019/3/13 12:02,HI026312,
T0000001646,210000,2019/3/13 12:15,HI493527,
T0000001647,50000,2019/3/13 13:21,PL980001,
T0000001648,100000,2019/3/13 14:11,HI318091,
T0000001649,210000,2019/3/13 14:22,GD841278,
T0000001650,170000,2019/3/13 14:47,OA947794,
T0000001651,85000,2019/3/13 15:50,HI527630,
T0000001652,180000,2019/3/13 17:16,TS922639,
T0000001653,50000,2019/3/13 17:32,HI245631,
T0000001654,85000,2019/3/13 17:54,IK936381,
T0000001655,50000,2019/3/13 18:46,HI121657,
T0000001656,210000,2019/3/13 19:40,HI471204,
T0000001657,210000,2019/3/13 20:49,HD792156,
T0000001658,170000,2019/3/13 22:11,IK356680,
T0000001659,180000,2019/3/13 22:25,HI358653,
T0000001660,120000,2019/3/13 22:59,AS093634,
T0000001661,260000,2019/3/13 23:22,PL249372,
T0000001662,180000,2019/3/13 23:28,OA053175,
T0000001663,50000,2019/3/13 23:28,HD296947,
T0000001664,150000,2019/3/13 23:47,OA041099,
T0000001665,85000,2019/3/14 0:06,HI678237,
T0000001666,420000,2019/3/14 1:38,PL681254,
T0000001667,295000,2019/3/14 2:24,AS581751,
T0000001668,50000,2019/3/14 2:52,OA157445,
T0000001669,210000,2019/3/14 3:03,OA275501,
T0000001670,210000,2019/3/14 3:11,GD763297,
T0000001671,150000,2019/3/14 3:38,IK794489,
T0000001672,180000,2019/3/14 3:42,AS963520,
T0000001673,50000,2019/3/14 4:22,HD491284,
T0000001674,85000,2019/3/14 4:25,OA144055,
T0000001675,85000,2019/3/14 4:36,PL474958,
T0000001676,240000,2019/3/14 5:49,OA329115,
T0000001677,85000,2019/3/14 6:31,HD558047,
T0000001678,210000,2019/3/14 7:10,AS237205,
T0000001679,210000,2019/3/14 8:34,HD475088,
T0000001680,180000,2019/3/14 8:42,OA516337,
T0000001681,85000,2019/3/14 9:33,PL591140,
T0000001682,85000,2019/3/14 10:04,PL417119,
T0000001683,50000,2019/3/14 10:31,TS682265,
T0000001684,210000,2019/3/14 12:06,HI770056,
T0000001685,210000,2019/3/14 12:10,IK611614,
T0000001686,50000,2019/3/14 12:48,GD289362,
T0000001687,180000,2019/3/14 13:02,PL993952,
T0000001688,50000,2019/3/14 14:26,HI320690,
T0000001689,50000,2019/3/14 15:02,PL534834,
T0000001690,120000,2019/3/14 15:59,IK794489,
T0000001691,85000,2019/3/14 16:22,HD711126,
T0000001692,50000,2019/3/14 16:41,IK743897,
T0000001693,200000,2019/3/14 16:57,OA346394,
T0000001694,85000,2019/3/14 18:39,GD643063,
T0000001695,255000,2019/3/14 18:44,AS462973,
T0000001696,120000,2019/3/14 18:52,IK004574,
T0000001697,180000,2019/3/14 19:34,PL303162,
T0000001698,50000,2019/3/14 19:42,AS301190,
T0000001699,210000,2019/3/14 20:11,HI161247,
T0000001700,170000,2019/3/14 21:13,HD295267,
T0000001701,50000,2019/3/14 21:47,AS844339,
T0000001702,50000,2019/3/14 22:08,IK603991,
T0000001703,100000,2019/3/14 23:28,IK947853,
T0000001704,120000,2019/3/14 23:32,HD597545,
T0000001705,180000,2019/3/14 23:36,OA195904,
T0000001706,120000,2019/3/15 1:03,GD975752,
T0000001707,50000,2019/3/15 1:17,OA694885,
T0000001708,50000,2019/3/15 1:28,HI051235,
T0000001709,50000,2019/3/15 1:38,OA022685,
T0000001710,330000,2019/3/15 1:58,HD793729,
T0000001711,210000,2019/3/15 2:45,IK825670,
T0000001712,50000,2019/3/15 3:07,HI944908,
T0000001713,255000,2019/3/15 3:58,HI859298,
T0000001714,120000,2019/3/15 4:28,AS727718,
T0000001715,85000,2019/3/15 4:36,HD369528,
T0000001716,210000,2019/3/15 6:08,HD802475,
T0000001717,50000,2019/3/15 6:09,TS311478,
T0000001718,50000,2019/3/15 7:22,HD137947,
T0000001719,240000,2019/3/15 7:46,GD462529,
T0000001720,120000,2019/3/15 8:04,AS092688,
T0000001721,100000,2019/3/15 8:06,PL978177,
T0000001722,50000,2019/3/15 8:07,GD460851,
T0000001723,180000,2019/3/15 8:21,TS736914,
T0000001724,50000,2019/3/15 8:27,PL573375,
T0000001725,100000,2019/3/15 8:40,IK044135,
T0000001726,120000,2019/3/15 8:54,HI599756,
T0000001727,210000,2019/3/15 9:39,PL635475,
T0000001728,85000,2019/3/15 9:41,IK060981,
T0000001729,100000,2019/3/15 10:18,HD250940,
T0000001730,170000,2019/3/15 14:36,GD021809,
T0000001731,120000,2019/3/15 14:36,IK276561,
T0000001732,260000,2019/3/15 14:43,PL664277,
T0000001733,100000,2019/3/15 15:18,AS335390,
T0000001734,120000,2019/3/15 16:24,OA393462,
T0000001735,85000,2019/3/15 17:38,OA377206,
T0000001736,180000,2019/3/15 18:31,HI446535,
T0000001737,120000,2019/3/15 19:42,OA782311,
T0000001738,50000,2019/3/15 20:01,GD850501,
T0000001739,210000,2019/3/15 20:54,HI637417,
T0000001740,100000,2019/3/15 20:54,HD101700,
T0000001741,180000,2019/3/15 21:10,HD319220,
T0000001742,85000,2019/3/15 21:11,IK466573,
T0000001743,50000,2019/3/15 22:03,AS352269,
T0000001744,210000,2019/3/15 23:12,PL980829,
T0000001745,210000,2019/3/15 23:14,HI626820,
T0000001746,210000,2019/3/16 0:41,HI525283,
T0000001747,85000,2019/3/16 1:15,HD622485,
T0000001748,210000,2019/3/16 1:43,HD459783,
T0000001749,120000,2019/3/16 2:16,TS409844,
T0000001750,210000,2019/3/16 3:04,AS547635,
T0000001751,180000,2019/3/16 3:30,HI246920,
T0000001752,50000,2019/3/16 3:30,IK907713,
T0000001753,120000,2019/3/16 5:35,IK661529,
T0000001754,210000,2019/3/16 6:22,GD227601,
T0000001755,180000,2019/3/16 6:55,GD719026,
T0000001756,210000,2019/3/16 7:45,OA003684,
T0000001757,50000,2019/3/16 8:00,IK936381,
T0000001758,50000,2019/3/16 8:44,PL975652,
T0000001759,50000,2019/3/16 8:45,TS037478,
T0000001760,180000,2019/3/16 8:47,IK234815,
T0000001761,180000,2019/3/16 9:00,IK453239,
T0000001762,210000,2019/3/16 9:12,HI506119,
T0000001763,210000,2019/3/16 9:23,TS963433,
T0000001764,50000,2019/3/16 9:35,AS670699,
T0000001765,210000,2019/3/16 9:52,HI994796,
T0000001766,50000,2019/3/16 10:15,HI737185,
T0000001767,50000,2019/3/16 11:13,HI604733,
T0000001768,85000,2019/3/16 11:34,HD411688,
T0000001769,85000,2019/3/16 11:37,HI878806,
T0000001770,210000,2019/3/16 12:25,OA270440,
T0000001771,210000,2019/3/16 12:30,TS420082,
T0000001772,240000,2019/3/16 12:49,GD398654,
T0000001773,210000,2019/3/16 13:09,IK998240,
T0000001774,50000,2019/3/16 13:26,TS999231,
T0000001775,210000,2019/3/16 14:04,HI733623,
T0000001776,85000,2019/3/16 14:53,IK419862,
T0000001777,210000,2019/3/16 15:44,OA396508,
T0000001778,180000,2019/3/16 15:46,PL049278,
T0000001779,50000,2019/3/16 17:33,HD719737,
T0000001780,210000,2019/3/16 20:31,OA575737,
T0000001781,85000,2019/3/16 21:27,AS866028,
T0000001782,85000,2019/3/16 21:38,HI664739,
T0000001783,50000,2019/3/16 22:24,TS855513,
T0000001784,50000,2019/3/16 22:27,AS895302,
T0000001785,210000,2019/3/16 22:38,GD378149,
T0000001786,210000,2019/3/16 23:48,HI067846,
T0000001787,295000,2019/3/17 0:36,HI754267,
T0000001788,50000,2019/3/17 1:32,TS615394,
T0000001789,180000,2019/3/17 2:13,TS099117,
T0000001790,210000,2019/3/17 2:22,AS980426,
T0000001791,120000,2019/3/17 2:40,OA144055,
T0000001792,85000,2019/3/17 4:34,PL598638,
T0000001793,85000,2019/3/17 5:46,GD595676,
T0000001794,180000,2019/3/17 6:23,TS474137,
T0000001795,210000,2019/3/17 6:53,HI390909,
T0000001796,170000,2019/3/17 7:20,HD809345,
T0000001797,50000,2019/3/17 7:29,OA452734,
T0000001798,210000,2019/3/17 8:26,HD556323,
T0000001799,85000,2019/3/17 10:02,GD185040,
T0000001800,170000,2019/3/17 11:45,PL417119,
T0000001801,85000,2019/3/17 12:37,PL550068,
T0000001802,210000,2019/3/17 13:50,OA969891,
T0000001803,50000,2019/3/17 15:30,OA837154,
T0000001804,50000,2019/3/17 16:00,TS842808,
T0000001805,85000,2019/3/17 16:05,PL749842,
T0000001806,50000,2019/3/17 16:57,AS278780,
T0000001807,210000,2019/3/17 17:03,HD285695,
T0000001808,50000,2019/3/17 17:07,PL941345,
T0000001809,85000,2019/3/17 17:26,HI050277,
T0000001810,180000,2019/3/17 17:35,IK453239,
T0000001811,170000,2019/3/17 18:03,IK453226,
T0000001812,420000,2019/3/17 19:18,HI245631,
T0000001813,85000,2019/3/17 20:16,GD785491,
T0000001814,170000,2019/3/17 20:58,OA761455,
T0000001815,180000,2019/3/17 20:58,HD908685,
T0000001816,50000,2019/3/17 21:24,PL407755,
T0000001817,210000,2019/3/17 23:47,IK093147,
T0000001818,210000,2019/3/18 0:01,IK129813,
T0000001819,240000,2019/3/18 0:03,HD113386,
T0000001820,210000,2019/3/18 1:11,HD919452,
T0000001821,210000,2019/3/18 1:24,AS499893,
T0000001822,100000,2019/3/18 1:33,AS621407,
T0000001823,210000,2019/3/18 2:56,HD793729,
T0000001824,180000,2019/3/18 3:42,GD518514,
T0000001825,100000,2019/3/18 4:04,GD144013,
T0000001826,100000,2019/3/18 5:31,GD082396,
T0000001827,50000,2019/3/18 6:34,AS820169,
T0000001828,120000,2019/3/18 7:08,AS547635,
T0000001829,120000,2019/3/18 8:14,HI405294,
T0000001830,170000,2019/3/18 9:48,AS024181,
T0000001831,50000,2019/3/18 9:56,OA672463,
T0000001832,50000,2019/3/18 11:18,HD321813,
T0000001833,85000,2019/3/18 11:44,HI777712,
T0000001834,210000,2019/3/18 12:36,HD631824,
T0000001835,100000,2019/3/18 12:43,HD761271,
T0000001836,210000,2019/3/18 12:45,GD852474,
T0000001837,120000,2019/3/18 13:26,TS806267,
T0000001838,180000,2019/3/18 13:27,OA096601,
T0000001839,100000,2019/3/18 13:39,HI635742,
T0000001840,170000,2019/3/18 14:33,HD760983,
T0000001841,180000,2019/3/18 15:48,HD556323,
T0000001842,50000,2019/3/18 15:54,AS586641,
T0000001843,260000,2019/3/18 16:39,HD867526,
T0000001844,100000,2019/3/18 17:25,HD838779,
T0000001845,210000,2019/3/18 18:10,OA142331,
T0000001846,50000,2019/3/18 18:23,PL659352,
T0000001847,120000,2019/3/18 18:47,IK867288,
T0000001848,50000,2019/3/18 19:58,HD532552,
T0000001849,50000,2019/3/18 20:55,OA270348,
T0000001850,50000,2019/3/18 21:04,IK132840,
T0000001851,120000,2019/3/18 22:17,AS860362,
T0000001852,85000,2019/3/18 22:25,GD563129,
T0000001853,85000,2019/3/18 23:09,GD574913,
T0000001854,210000,2019/3/19 0:14,OA923215,
T0000001855,170000,2019/3/19 2:55,HD962462,
T0000001856,50000,2019/3/19 3:18,TS568764,
T0000001857,210000,2019/3/19 4:03,OA022685,
T0000001858,210000,2019/3/19 4:06,IK775424,
T0000001859,85000,2019/3/19 4:18,TS672241,
T0000001860,120000,2019/3/19 4:34,OA241695,
T0000001861,310000,2019/3/19 5:19,TS537121,
T0000001862,180000,2019/3/19 5:22,PL371198,
T0000001863,170000,2019/3/19 6:29,GD322464,
T0000001864,420000,2019/3/19 7:24,IK051737,
T0000001865,50000,2019/3/19 7:57,TS206784,
T0000001866,330000,2019/3/19 8:19,TS808488,
T0000001867,100000,2019/3/19 9:20,HI355281,
T0000001868,180000,2019/3/19 10:41,GD138948,
T0000001869,120000,2019/3/19 11:42,PL550068,
T0000001870,85000,2019/3/19 11:56,OA661244,
T0000001871,210000,2019/3/19 12:00,HI830026,
T0000001872,180000,2019/3/19 12:05,HD893931,
T0000001873,50000,2019/3/19 12:55,TS252991,
T0000001874,50000,2019/3/19 16:05,PL042341,
T0000001875,50000,2019/3/19 16:06,AS934534,
T0000001876,120000,2019/3/19 16:56,OA381877,
T0000001877,100000,2019/3/19 17:36,HD938156,
T0000001878,120000,2019/3/19 17:42,OA410852,
T0000001879,260000,2019/3/19 18:00,HD476620,
T0000001880,85000,2019/3/19 18:29,PL570199,
T0000001881,210000,2019/3/19 18:32,AS857991,
T0000001882,120000,2019/3/19 18:51,GD864823,
T0000001883,100000,2019/3/19 20:03,TS917520,
T0000001884,120000,2019/3/19 20:24,HI683278,
T0000001885,150000,2019/3/19 20:44,OA251840,
T0000001886,380000,2019/3/19 21:13,OA308429,
T0000001887,210000,2019/3/19 22:43,PL666694,
T0000001888,85000,2019/3/19 22:49,HI994023,
T0000001889,260000,2019/3/20 0:16,GD790125,
T0000001890,50000,2019/3/20 2:24,TS977703,
T0000001891,350000,2019/3/20 2:58,HD410257,
T0000001892,85000,2019/3/20 3:36,OA164489,
T0000001893,150000,2019/3/20 5:22,PL301503,
T0000001894,100000,2019/3/20 5:55,TS007439,
T0000001895,210000,2019/3/20 6:07,IK254439,
T0000001896,180000,2019/3/20 6:50,HI358653,
T0000001897,150000,2019/3/20 6:59,IK331136,
T0000001898,210000,2019/3/20 7:19,TS352488,
T0000001899,420000,2019/3/20 7:32,HD516896,
T0000001900,210000,2019/3/20 8:55,AS506797,
T0000001901,50000,2019/3/20 9:11,GD488064,
T0000001902,180000,2019/3/20 10:08,AS574816,
T0000001903,50000,2019/3/20 10:34,IK433428,
T0000001904,50000,2019/3/20 11:03,AS280744,
T0000001905,180000,2019/3/20 11:21,HD747321,
